-13464.35758,1069940.891
-20409.68398,1074306.525
-24576.87981,1082707.063
-25899.79912,1093819.585
-25833.65316,1098582.094
-23121.66857,1105593.567
-17234.67763,1111678.996
-14390.4011,1114986.294
-10024.76737,1114854.002
-764.3321847,1111546.704
5056.51279,1110488.368
7834.643347,1108768.573
10282.04407,1106916.486
11000.0,1105180.816
14449.23991,1104402.939
16301.32695,1102286.268
17624.24626,1100831.057
18550.28978,1098780.532
19608.62523,1094745.628
19674.77119,1090181.557
20005.50102,1086014.361
18351.85188,1079995.078
15970.59712,1076687.78
11869.54725,1073645.065
10149.75214,1070800.789
8496.103003,1070139.329
2939.84189,1068882.556
-4005.4845,1068287.242
-9627.891578,1068750.264
-13464.35758,1069940.891
