10925.09452,1071035.348
8130.647959,1069579.255
3963.452125,1068421.7
-501.4005549,1067330.292
-5131.618149,1067594.876
-9596.470828,1067925.606
-15880.33756,1069116.233
-22131.13131,1075003.224
-26066.81627,1082973.813
-26298.32715,1089125.387
-26099.88925,1100072.545
-26033.74329,1102354.581
-25107.69977,1104305.887
-23983.21835,1106323.339
-22461.86114,1106687.141
-20808.212,1108572.301
-20014.46041,1110159.805
-18989.19795,1111251.213
-9861.054691,1118990.291
-3312.604094,1116675.182
490.7889295,1116708.255
5385.590386,1113202.519
7667.6262,1111383.505
9685.078151,1110391.315
10412.68377,1109531.418
14525.19894,1108874.368
16033.32696,1109588.744
16959.37048,1109985.62
17647.28852,1110250.204
19261.25008,1110567.705
21139.79551,1110726.455
22489.1732,1110805.83
24314.80186,1110911.664
24976.26151,1110911.664
25928.76342,1111837.707
27886.684,1115515.423
29394.81202,1116864.801
33178.36125,1116732.509
36935.4521,1118928.555
77071.47765,1118518.665
110541.3363,1108729.062
110541.3363,1072745.657
72970.42778,1077375.874
57492.27183,1087430.061
49422.46402,1092457.154
40691.19656,1098807.167
40322.12554,1108001.241
38522.95527,1106307.904
37094.20241,1105831.654
36353.3676,1105672.903
31721.38611,1105378.333
27858.46172,1103658.538
26244.50016,1103605.621
25239.08148,1102732.495
23492.82799,1100483.532
23757.41185,1098710.82
23386.99444,1097202.692
20291.36325,1094530.395
20026.77939,1091223.097
20952.82291,1090482.262
22619.70124,1087757.048
23386.99444,1083312.039
25609.49889,1081301.202
25583.0405,1077888.07
23043.03542,1076194.733
16984.06497,1075983.066
10925.09452,1071035.348
